disる	でぃする
うき足立つ	浮き足立つ
うく	うく
うく	浮く
うけあう	うけあう
うけあう	請け合う
うけおう	うけおう
うけおう	請け負う
うけかえす	うけかえす
うけがう	うけがう
うけこむ	うけこむ
うけたまわる	うけたまわる
うけたまわる	承る
うけだす	うけだす
うけつぐ	うけつぐ
うけてたつ	受けて立つ
うけて立つ	うけてたつ
うけて立つ	受けて立つ
うけとる	うけとる
うけとる	受け取る
うけながす	うけながす
うけながす	受け流す
うけひく	うけひく
うけもつ	うけもつ
うけもつ	受け持つ
うけもどす	うけもどす
うけわたす	受け渡す
うけ出す	うけだす
うけ出す	受出す
うけ出す	請け出す
うけ出す	請出す
うけ取	うけとる
うけ取る	うけとる
うけ取る	受け取る
うけ取る	受取る
うけ取る	請け取る
うけ取る	請取る
うけ合う	うけあう
うけ合う	受け合う
うけ合う	受合う
うけ合う	請け合う
うけ合う	請合う
うけ引く	うけひく
うけ引く	承け引く
うけ戻す	うけもどす
うけ戻す	受け戻す
うけ戻す	受戻す
うけ戻す	請け戻す
うけ戻す	請戻す
うけ持つ	うけもつ
うけ持つ	受け持つ
うけ持つ	受持つ
うけ流す	うけながす
うけ流す	受け流す
うけ流す	受流す
うけ渡す	うけわたす
うけ渡す	受け渡す
うけ継ぐ	うけつぐ
うけ継ぐ	受け継ぐ
うけ継ぐ	受継ぐ
うけ負う	うけおう
うけ負う	請け負う
うけ負う	請負う
うけ込む	うけこむ
うけ込む	受け込む
うけ込む	受込む
うけ込む	請け込む
うけ込む	請込む
うけ返す	うけかえす
うけ返す	受け返す
うけ返す	受返す
うけ返す	請け返す
うけ返す	請返す
うごかす	うごかす
うごかす	動かす
うごきまわる	うごきまわる
うごき回る	うごきまわる
うごき回る	動き回る
うごく	うごく
うごく	動く
うごめかす	うごめかす
うごめく	うごめく
うごめく	蠢く
うしなう	うしなう
うしなう	失う
うすがすむ	うすがすむ
うすぐもる	うすぐもる
うすづく	うすづく
うすまる	うすまる
うすまる	薄まる
うすらぐ	うすらぐ
うすらぐ	薄らぐ
うすら笑う	うすらわらう
うすわらう	うすわらう
うす笑う	うすわらう
うす笑う	薄笑う
うずく	うずく
うずく	疼く
うずくまる	うずくまる
うずくまる	蹲る
うずまく	うずまく
うずまく	渦巻く
うずまる	うずまる
うずむ	うずむ
うずめこむ	うずめこむ
うずめこむ	うずめ込む
うずめ出す	うずめだす
うずめ去る	うずめさる
うずめ込む	うずめこむ
うずめ込む	うずめ込む
うず巻く	うずまく
うず巻く	渦巻く
うそぶく	うそぶく
うそぶく	嘯く
うたいこなす	うたいこなす
うたいこなす	歌いこなす
うたいつぐ	うたいつぐ
うたい出す	うたいだす
うたい古す	うたいふるす
うたい古す	歌い古す
うたい回る	うたいまわる
うたい回る	歌い回る
うたい継ぐ	うたいつぐ
うたい継ぐ	歌い継ぐ
うたい込む	うたいこむ
うたい込む	歌い込む
うたう	うたう
うたう	歌う
うたう	詠う
うたう	謳う
うたがう	うたがう
うたがう	疑う
うたぐる	うたぐる
うたぐる	疑る
うだる	うだる
うだる	ゆだる
うちあう	うちあう
うちあおぐ	うちあおぐ
うちあかす	うちあかす
うちあがる	うちあがる
うちあわす	うちあわす
うちあわす	打ち合わす
うちいる	うちいる
うちえむ	うちえむ
うちおとす	うちおとす
うちおとす	撃ち落とす
うちおろす	うちおろす
うちかえす	うちかえす
うちかかる	うちかかる
うちかく	うちかく
うちかさなる	うちかさなる
うちかつ	うちかつ
うちかつ	打ち勝つ
うちかわす	うちかわす
うちかわる	うちかわる
うちきる	うちきる
うちきる	打ち切る
うちくずす	うちくずす
うちくずす	打ち崩す
うちくだく	うちくだく
うちくだく	打ち砕く
うちくつろぐ	うちくつろぐ
うちけす	うちけす
うちけす	打ち消す
うちこむ	うちこむ
うちころす	うちころす
うちこわす	うちこわす
うちしずむ	うちしずむ
うちしずむ	打ち沈む
うちそろう	うちそろう
うちそろう	打ち揃う
うちたおす	うちたおす
うちだす	うちだす
うちだす	打ち出す
うちちがう	うちちがう
うちちらす	うちちらす
うちつづく	うちつづく
うちつづく	打ち続く
うちつどう	うちつどう
うちとおす	うちとおす
うちとる	うちとる
うちとる	打ち取る
うちなおす	うちなおす
うちならす	うちならす
うちぬく	うちぬく
うちぬく	打ち抜く
うちぬく	撃ち抜く
うちのめす	うちのめす
うちのめす	打ちのめす
うちはずす	うちはずす
うちはたす	うちはたす
うちはやす	うちはやす
うちはらう	うちはらう
うちひしぐ	うちひしぐ
うちひしぐ	打ち拉ぐ
うちひらく	うちひらく
うちふす	うちふす
うちふる	うちふる
うちほろぼす	うちほろぼす
うちまかす	うちまかす
うちまくる	うちまくる
うちまじる	うちまじる
うちまたがる	うちまたがる
うちまもる	うちまもる
うちもらす	うちもらす
うちやぶる	うちやぶる
うちやぶる	打ち破る
うちやる	うちやる
うちわる	うちわる
うち上がる	うちあがる
うち上がる	打ち上がる
うち上る	うちあがる
うち上る	打ち上る
うち下ろす	うちおろす
うち下ろす	打ち下ろす
うち下ろす	打下ろす
うち交じる	うちまじる
うち交じる	打交じる
うち交わす	うちかわす
うち交わす	打ち交わす
うち交わす	打交わす
うち仰ぐ	うちあおぐ
うち仰ぐ	打ち仰ぐ
うち仰ぐ	打仰ぐ
うち任す	うちまかす
うち任す	打ち任す
うち伏す	うちふす
うち伏す	打ち伏す
うち伏す	打伏す
うち倒す	うちたおす
うち倒す	打ち倒す
うち倒す	打倒す
うち入る	うちいる
うち入る	討ち入る
うち入る	討入る
うち出す	うちだす
うち出す	打ち出す
うち出す	打出す
うち切る	うちきる
うち切る	打ち切る
うち切る	打切る
うち割る	うちわる
うち割る	打ち割る
うち割る	打割る
うち勝つ	うちかつ
うち勝つ	打ち勝つ
うち勝つ	打勝つ
うち取る	うちとる
うち取る	打ち取る
うち取る	打取る
うち取る	討取る
うち叩く	ぶちたたく
うち叩く	打ち叩く
うち合う	うちあう
うち合う	打ち合う
うち合う	打合う
うち合す	うちあわす
うち合す	打ち合す
うち合す	打ち合わす
うち合わす	うちあわす
うち合わす	打ち合わす
うち噛ます	ぶちかます
うち噛ます	打ち噛ます
うち嚙ます	ぶちかます
うち嚙ます	打ち嚙ます
うち囃す	うちはやす
うち囃す	打ち囃す
うち壊す	うちこわす
うち壊す	ぶちこわす
うち壊す	打ち壊す
うち壊す	打壊す
うち変わる	うちかわる
うち変わる	打ち変わる
うち外す	うちはずす
うち外す	打ち外す
うち外す	打外す
うち守る	うちまもる
うち守る	打ち守る
うち守る	打守る
うち寛ぐ	うちくつろぐ
うち寛ぐ	打ち寛ぐ
うち崩す	うちくずす
うち崩す	打ち崩す
うち崩す	打崩す
うち当たる	ぶちあたる
うち当たる	打ち当たる
うち当る	ぶちあたる
うち当る	打ち当る
うち懸かる	うちかかる
うち懸かる	打ち懸かる
うち懸る	うちかかる
うち懸る	打ち懸る
うち払う	うちはらう
うち払う	打ち払う
うち払う	打払う
うち抜く	うちぬく
うち抜く	ぶちぬく
うち抜く	打ち抜く
うち抜く	打抜く
うち抜く	撃ち抜く
うち拉ぐ	うちひしぐ
うち拉ぐ	打ち拉ぐ
うち振る	うちふる
うち振る	打ち振る
うち振る	打振る
うち捲る	うちまくる
うち捲る	打ち捲る
うち掛かる	うちかかる
うち掛かる	打ち掛かる
うち掛る	うちかかる
うち掛る	打ち掛る
うち揃う	うちそろう
うち揃う	打ち揃う
うち放す	ぶちはなす
うち放す	打ち放す
うち散らす	うちちらす
うち散らす	打ち散らす
うち散らす	打散らす
うち明かす	うちあかす
うち明かす	打ち明かす
うち明かす	打明かす
うち果たす	うちはたす
うち果たす	打ち果たす
うち果たす	打果たす
うち果たす	討ち果たす
うち果たす	討果たす
うち欠く	うちかく
うち欠く	打ち欠く
うち殺す	うちころす
うち殺す	ぶちころす
うち殺す	打ち殺す
うち殺す	打殺す
うち毀す	ぶちこわす
うち毀す	打ち毀す
うち沈む	うちしずむ
うち沈む	打ち沈む
うち沈む	打沈む
うち消す	うちけす
うち消す	打ち消す
うち消す	打消す
うち滅ぼす	うちほろぼす
うち滅ぼす	討ち滅ぼす
うち滅ぼす	討滅ぼす
うち漏らす	うちもらす
うち漏らす	討ち漏らす
うち漏らす	討漏らす
うち直す	うちなおす
うち直す	打ち直す
うち直す	打直す
うち砕く	うちくだく
うち砕く	打ち砕く
うち砕く	打砕く
うち破る	うちやぶる
うち破る	打ち破る
うち破る	打破る
うち笑む	うちえむ
うち笑む	打ち笑む
うち続く	うちつづく
うち続く	打ち続く
うち続く	打続く
うち臥す	うちふす
うち臥す	打ち臥す
うち落す	うちおとす
うち落す	打ち落す
うち落とす	うちおとす
うち落とす	打ち落とす
うち落とす	撃ち落とす
うち負かす	うちまかす
うち負かす	打ち負かす
うち負かす	打負かす
うち貫く	うちぬく
うち貫く	打ち貫く
うち跨がる	うちまたがる
うち跨がる	打ち跨がる
うち跨る	うちまたがる
うち跨る	打ち跨る
うち込む	うちこむ
うち込む	ぶちこむ
うち込む	打ち込む
うち込む	打込む
うち返す	うちかえす
うち返す	打ち返す
うち返す	打返す
うち通す	うちとおす
うち通す	打ち通す
うち通す	打通す
うち違う	うちちがう
うち違う	打ち違う
うち違う	打違う
うち遣る	うちやる
うち遣る	打ち遣る
うち重なる	うちかさなる
うち重なる	打ち重なる
うち重なる	打重なる
うち開く	うちひらく
うち開く	打ち開く
うち開く	打開く
うち集う	うちつどう
うち集う	打ち集う
うち鳴らす	うちならす
うち鳴らす	打ち鳴らす
うち鳴らす	打鳴らす
うっこ抜く	ぶっこぬく
うっこ抜く	打っこ抜く
うっちゃらかす	うっちゃらかす
うっちゃる	うっちゃる
うってかわる	うってかわる
うってかわる	打って変わる
うって変る	うってかわる
うって変る	打って変る
うって変る	打って変わる
うって変わる	うってかわる
うって変わる	打って変わる
